0,1,2,3,4
2.063454176,-0.759990091,-0.893058346,-1.5939973,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.231371824,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.563498113,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.786187365,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.250617589,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.34628079,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.631175413,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.930136265,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.767886804,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.774353727,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.808099877,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.538047029,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.679886184,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.405346104,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.365038805,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.270096633,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.835850768,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.239940455,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.216938994,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.983402778,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.453358831,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.059474175,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.8612421,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.141632017,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.253112594,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.481871517,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.126743735,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.803101347,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.835684813,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.753894155,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.887440925,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.69946369,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.692796136,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.447163698,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.444007126,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.712942652,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.781900816,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.470927846,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.345690769,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.556069878,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.152460687,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.275196301,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.64981472,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.611546792,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.749073412,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.160867925,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.037354491,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.182565634,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.895526943,-0.78230488
2.063454176,-0.759990091,-0.893058346,-0.905428234,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.446416064,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.414500321,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.524746962,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.094497074,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.621377155,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.297569252,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.978232355,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.65257447,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.314197554,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.192970303,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.453531579,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.199337952,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.377400142,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.512115234,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.569868497,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.839399702,-1.199643095
-0.484624283,1.315806629,-0.893058346,-0.69088311,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.666922389,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.697228081,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.78682812,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.618323724,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.343178873,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.84163461,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.737279881,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.686427841,-1.199643095
-0.484624283,1.315806629,-0.893058346,-0.864526871,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.37881443,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.180529808,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.093888679,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.295101001,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.776927565,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.640360938,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.35122407,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.731705338,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.647083683,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.046239155,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.404257836,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.03632159,0.887047979
2.063454176,-0.759990091,-0.893058346,-0.926618626,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.832670586,-1.199643095
-0.484624283,1.315806629,-0.893058346,-0.511938721,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.882687925,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.860367163,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.878810659,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.743835279,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.973242041,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.71017224,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.566691045,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.406809679,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.502440669,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.363022412,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.61236458,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.659815487,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.729880471,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.369427735,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.594514641,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.960426452,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.47147983,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.494904205,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.260365168,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.470973053,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.503294495,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.2612423,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.786564724,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.798127653,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.09632423,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.122658717,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.503930696,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.178298411,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.821476337,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.461196022,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.549942204,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.01910749,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.752317555,-1.199643095
2.063454176,-0.759990091,-0.893058346,-1.479208282,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.457271995,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.701570866,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.720067845,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.234241511,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.830410833,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.562787132,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.433426819,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.417277804,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.82934787,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.236930092,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.773558237,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.547675312,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.514745921,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.484371742,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.52542466,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.546530942,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.277199519,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.532107874,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.449961738,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.815688632,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.849621518,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.32683648,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.885216471,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.624280983,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.162187168,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.231122069,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.650828585,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.791568807,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.494173269,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.744300173,0.887047979
2.063454176,-0.759990091,-0.893058346,-0.943293554,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.732893568,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.550556257,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.865543025,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.825357148,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.748316751,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.561275067,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.133735679,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.453978521,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.705097736,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.893063293,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.512539394,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.712911739,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.670759299,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.809208759,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.654909577,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.663531622,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.482929133,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.554748576,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.536933486,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.514728586,0.052371549
2.063454176,-0.759990091,-0.893058346,-0.947071776,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.047908452,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.341228019,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.776587755,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.570260134,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.989921987,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.507850026,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.160101627,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.268380763,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.865555338,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.066785207,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.785167235,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.808634636,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.198674657,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.249342849,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.550388333,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.302623483,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.972186326,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.714242237,-1.199643095
2.063454176,-0.759990091,-0.893058346,-1.60204777,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.477151081,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.326679944,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.556791038,0.052371549
2.063454176,-0.759990091,-0.893058346,-0.957772907,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.820986359,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.81974384,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.327606099,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.820962715,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.531800433,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.465297941,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.680189652,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.286102675,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.008256957,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.402135717,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.791320958,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.84878915,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.343120392,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.795171359,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.839151557,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.717200256,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.082822772,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.824055534,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.13758985,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.646531704,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.591975806,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.357447873,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.32988877,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.734887902,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.600013037,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.721781077,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.628895489,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.436826103,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.752140343,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.642842398,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.695415827,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.978688276,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.639211206,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.781573854,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.417810799,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.748686423,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.243213145,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.734503202,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.614344366,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.74225375,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.139150432,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.011924327,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.582130181,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.439035606,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.883208944,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.331293191,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.6231906,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.575794654,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.351308733,-1.199643095
2.063454176,-0.759990091,-0.893058346,-1.589782415,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.358063671,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.3942449,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.273146414,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.423956093,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.547639375,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.636731596,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.568300803,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.97346133,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.504343012,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.739750441,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.238141137,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.244291644,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.218927805,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.325061029,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.826461872,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.789307471,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.399049545,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.426899518,0.052371549
2.063454176,-0.759990091,-0.893058346,-0.905732145,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.342147544,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.438635545,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.763420302,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.595988364,0.052371549
2.063454176,-0.759990091,-0.893058346,-0.925225258,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.736476959,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.330800845,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.196713208,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.998255181,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.527895341,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.290719895,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.735175001,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.888445976,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.836168786,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.848648459,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.225772811,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.776914167,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.537630934,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.212191579,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.825323162,0.887047979
2.063454176,-0.759990091,-0.893058346,-0.991285737,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.83723662,0.887047979
2.063454176,-0.759990091,-0.893058346,-0.942897377,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.48425634,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.060175684,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.553154346,-1.199643095
-0.484624283,1.315806629,-0.893058346,-0.83507327,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.629431978,0.887047979
2.063454176,-0.759990091,-0.893058346,-0.97673051,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.546794548,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.705767192,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.992668306,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.587808389,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.808435678,-0.78230488
-0.484624283,1.315806629,-0.893058346,-0.898625217,-1.199643095
-0.484624283,1.315806629,-0.893058346,-0.80231697,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.090405688,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.597855705,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.833702018,-1.199643095
2.063454176,-0.759990091,-0.893058346,-1.538410908,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.369140051,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.185141156,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.224240188,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.79209498,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.083033577,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.398664563,0.052371549
2.063454176,-0.759990091,-0.893058346,-1.287637346,1.721724408
2.063454176,-0.759990091,-0.893058346,-0.975244214,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.496758954,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.555187191,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.448374273,0.887047979
2.063454176,-0.759990091,-0.893058346,-1.44622588,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.893435826,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.543871793,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.688741379,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.501217175,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.611188323,0.887047979
-0.484624283,1.315806629,-0.893058346,-0.788273603,0.887047979
2.063454176,-0.759990091,-0.893058346,-0.94349034,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.251584146,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.188813839,0.052371549
-0.484624283,1.315806629,-0.893058346,-0.879988679,-1.199643095
2.063454176,-0.759990091,-0.893058346,-1.841926286,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.43509951,1.721724408
-0.484624283,1.315806629,-0.893058346,-0.537924947,-0.78230488
2.063454176,-0.759990091,-0.893058346,-1.390032655,1.721724408
2.063454176,-0.759990091,-0.893058346,-1.357781696,0.887047979
